project,bug_id,id,mrr_BRaIn,mrr_FlexFL,mrr_boostnsift,mrr_buglocator,mrr_locus,rank_BRaIn,rank_FlexFL,rank_boostnsift,rank_buglocator,rank_locus,top@1_BRaIn,top@1_FlexFL,top@1_boostnsift,top@1_buglocator,top@1_locus,top@5_BRaIn,top@5_FlexFL,top@5_boostnsift,top@5_buglocator,top@5_locus,txt_title_word_count,txt_title_avg_sentence_len,txt_title_digit_density,description_length,txt_description_line_count,txt_description_avg_sentence_len,txt_description_uniq_word_ratio,reasoning_composite,num_causal_markers,actionability,clarity,expected_observed_alignment,technical_completeness,repair_difficulty,semantic_entropy,semantic_coherence,embedding_pos_neg_ratio,embedding_cluster_distance,embedding_cluster_size,has_stacktrace,stacktrace_depth,exception_user_frames,num_exception_types,num_temporal_markers,num_env_mentions,num_versions,ambiguity,ambiguity_type_count,concept_network_concept_breadth,txt_likely_impacted_code_concepts_digit_density,txt_reasoning_word_count,txt_reasoning_avg_sentence_len,txt_reasoning_digit_density,txt_root_cause_guess_word_count,txt_root_cause_guess_digit_density,has_code,has_patch,has_enumeration,hidden_s2r_present,contradiction_present,num_OB,num_EB,has_OB,has_EB,has_S2R,missing_OB,missing_EB,missing_S2R,fg_cat_Dependency,fg_cat_Exception handling,fg_cat_Missing case,fg_cat_Null pointer dereference,fg_cat_Other (Logic),fg_cat_Processing,fg_cat___missing__,fg_cat___other__,cat_Functional Issue,cat___other__,flesch,fog,lix,kincaid,ari,coleman_liau,smog
JxPath,14,JxPath-14,0.5,1.0,0.5,0.3333333333333333,0.125,2.0,1.0,2.0,3.0,8.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.4678985692482571,2.069863226271547,0.4312458687446945,0.2337367635034098,0.3320498088063237,0.2860013725995055,-1.5602326405605926,0.7333182500071839,-0.7576758641159647,0.8491089986580442,0.7623879238337528,0.7027131095927159,0.6863970062505214,-0.6545677804703322,-0.7691800113567039,-0.3235761202319996,1.1096681845252594,0.2117587553171851,-0.3447299154714549,False,-0.2020454871191189,-0.2073567129463963,-0.5251530779927517,-0.4635308650875505,-0.2192296649910203,-0.0494572680454745,-0.5855868655187282,-0.6117211791839219,0.410786675927473,-0.1486940122073022,-1.003333529812091,-0.4810033758924628,-0.2000607604811334,1.2168829274438182,-0.1710687069843892,True,False,False,False,False,-0.9212604132172866,-0.673136533919824,True,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,-21.66,7.77,59.66,18.4,30.8,32.04,11.5
Mockito,17,Mockito-17,0.0,0.0,0.0666666666666666,0.002016129032258,0.0012195121951219,0.0,0.0,15.0,496.0,820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9719897109326224,-0.9161655392844344,-0.6450552541976357,-1.0231586669890729,-0.6028194775205034,-0.9942554810346128,1.4462904983191245,-0.8421210435331218,-0.7576758641159647,-1.6812479388132866,-1.7301489453956265,-1.719935307046086,-1.7027986871133822,1.5143373651357288,-2.430552480033038,4.163331944642799,0.9303979192957068,-4.097795444638771,-1.8864930556945376,False,-0.2020454871191189,-0.2073567129463963,-0.5251530779927517,-0.4635308650875505,-0.2192296649910203,-0.3124943305803233,-0.5855868655187282,1.7403303232807357,-1.610864843126201,-0.1486940122073022,1.216380505673023,1.1533806064071157,-0.2000607604811334,-1.035549387763151,-0.1710687069843892,False,False,False,True,False,1.398305621706172,-0.673136533919824,True,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,,,,,,,
Cli,5,Cli-5,0.0,1.0,0.125,0.1111111111111111,0.3333333333333333,0.0,1.0,8.0,9.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.1193431006509886,0.2569171900411298,0.3868623172831552,0.0186647495850326,0.380614447057068,-0.6345138857985796,-0.3000972569676408,0.7333182500071839,0.1491459417180017,0.8491089986580442,0.7623879238337528,0.7027131095927159,0.6863970062505214,-1.3775361623390192,-0.1622592928011314,-0.8913841095428546,1.474022885748566,-0.0644862409945255,0.1845320580379615,True,0.3783718812677994,-0.2073567129463963,0.6929103112404362,-0.4635308650875505,-0.2192296649910203,0.0820612632219498,0.5350667621734899,-0.6117211791839219,0.410786675927473,-0.1486940122073022,1.057829503138372,1.0366388933857174,-0.2000607604811334,-0.7852791305179321,-0.1710687069843892,False,False,False,False,False,-0.4995211341402941,0.2959479588785432,True,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,19.43,10.1,44.94,12.9,21.5,24.22,10.9
Codec,14,Codec-14,0.1666666666666666,0.0,0.0294117647058823,0.1428571428571428,0.0666666666666666,6.0,0.0,34.0,7.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7707876320537201,1.2167121503984095,0.6061448012228232,0.4655771039306775,0.4170379257451262,0.7668324590424389,-0.6680216577657141,-0.31697461235302,0.4514198769959905,-0.163033776330488,0.2638805499878769,-0.7508759403905653,-0.375467746355658,0.0684006013983548,0.6339509027465492,-0.143420430218321,-0.6011343465993985,1.2305359230396309,0.1845320580379615,False,-0.2020454871191189,-0.2073567129463963,-0.5251530779927517,0.4023489388231981,-0.2192296649910203,0.6081353882916473,0.0898070618850625,0.1722959883042973,-0.263097163757085,-0.1486940122073022,0.5821764955344191,0.6864137543215219,-0.2000607604811334,-0.5350088732727133,-0.1710687069843892,False,False,False,False,False,-0.4995211341402941,-0.673136533919824,True,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,48.91,9.29,50.19,9.9,14.4,16.12,11.2
Jsoup,16,Jsoup-16,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.7977119766339881,-0.70287777031615,-0.6450552541976357,-0.5886402931065207,-0.5906783179578173,1.1536134552275858,-0.1580833076366292,0.2081718188270818,-0.4554019288379759,-0.163033776330488,0.2638805499878769,0.2181834262649555,-0.1100015582041131,-0.6545677804703322,-2.430552480032968,-0.0003290101242254,-1.237791208928377,-0.2118818668207761,-0.989048839743788,False,-0.2020454871191189,-0.2073567129463963,-0.5251530779927517,-0.4635308650875505,-0.2192296649910203,-0.3124943305803233,-0.5855868655187282,-0.6117211791839219,-0.263097163757085,-0.1486940122073022,-0.6862315247427887,-1.531678793085049,-0.2000607604811334,-0.5350088732727133,-0.1710687069843892,False,False,False,False,False,-0.4995211341402941,-0.673136533919824,True,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,11.92,16.21,62.59,15.8,26.0,29.35,14.6
Math,99,Math-99,0.5,1.0,1.0,0.5,0.5,2.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.99073177214416,-0.169658347895439,0.4488901494486672,-0.0987135359772003,0.3320498088063237,0.6351623326815379,-0.0643212020937605,0.7333182500071839,-0.7576758641159647,0.8491089986580442,0.7623879238337528,0.7027131095927159,0.4209308180989765,-0.6545677804703322,0.1137652574129234,-0.5340365084520827,0.2319908443389094,0.0687964321497142,-0.5748438169972881,True,-0.2020454871191189,-0.2073567129463963,-0.5251530779927517,-0.4635308650875505,-0.2192296649910203,-0.3124943305803233,-0.5855868655187282,-0.6117211791839219,0.410786675927473,-0.1486940122073022,0.7407274980690701,-0.8312285149566582,0.7301940691003075,0.7163424129533806,-0.1710687069843892,False,False,False,False,False,-0.4995211341402941,2.2341169444752773,True,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,22.41,12.22,57.86,13.9,22.3,23.37,13.0
Csv,9,Csv-9,0.5,0.5,1.0,1.0,0.5,2.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.1193431006509886,-0.2052063093901531,0.6548928553301138,0.0135613458649355,0.7327080743749639,1.3758067934616065,0.4611486876445386,0.7333182500071839,-0.4554019288379759,0.8491089986580442,0.7623879238337528,0.7027131095927159,0.1554646299474316,-1.3775361623390192,0.4014249858202107,-0.8585093789842458,-0.2730111944760022,0.5978504833232178,-0.5748438169972881,False,-0.2020454871191189,-0.2073567129463963,-0.5251530779927517,-0.4635308650875505,-0.2192296649910203,-0.0494572680454745,-0.5855868655187282,-0.6117211791839219,-0.263097163757085,-0.1486940122073022,0.1065234879304662,0.3361886152573264,-0.2000607604811334,-0.7852791305179321,-0.1710687069843892,False,False,False,False,False,-0.4995211341402941,0.2959479588785432,True,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,47.49,11.73,57.89,10.4,17.9,18.44,11.5
Closure,152,Closure-152,0.1428571428571428,1.0,0.0204081632653061,0.0416666666666666,0.0666666666666666,7.0,1.0,49.0,24.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.7977119766339881,-0.70287777031615,-0.6450552541976357,-1.0231586669890729,-0.6028194775205034,-0.9942554810346128,1.4462904983191245,-1.8924139058933251,-0.7576758641159647,-1.6812479388132866,-1.7301489453956265,-1.719935307046086,-1.7027986871133822,1.5143373651357288,0.6329982138468192,0.7438561800044424,1.1096681845252594,-0.9013913830169598,1.5882268573455445,True,-0.2020454871191189,-0.2073567129463963,1.910973700473624,0.4023489388231981,-0.2192296649910203,-0.3124943305803233,-0.5855868655187282,1.7403303232807357,-1.610864843126201,-0.1486940122073022,-1.6375375399506946,-0.9479702279780567,-0.2000607604811334,-1.035549387763151,-0.1710687069843892,False,False,False,False,False,-0.0777818550633016,-0.673136533919824,True,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,-203.11,8.29,58.64,42.5,95.3,97.9,10.0
Closure,15,Closure-15,0.0,0.0,0.0106382978723404,0.0021052631578947,0.0027548209366391,0.0,0.0,94.0,475.0,363.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7977119766339881,-0.70287777031615,-0.6450552541976357,-1.0231586669890729,-0.6028194775205034,-0.9942554810346128,1.4462904983191245,-1.8924139058933251,-0.4554019288379759,-1.6812479388132866,-1.7301489453956265,-1.719935307046086,-1.7027986871133822,1.5143373651357288,-0.5903333097044172,-0.2554746338551892,0.0619124374841446,-0.0440167559430229,1.5882268573455445,False,-0.2020454871191189,-0.2073567129463963,-0.5251530779927517,0.4023489388231981,-0.2192296649910203,-0.3124943305803233,-0.5855868655187282,1.7403303232807357,-1.610864843126201,-0.1486940122073022,-1.4789865374160436,-0.8312285149566582,-0.2000607604811334,-1.035549387763151,-0.1710687069843892,False,False,False,False,False,-0.9212604132172866,-0.673136533919824,True,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,-34.18,9.6,62.81,21.1,65.2,59.44,13.9
Cli,13,Cli-13,0.5,0.3333333333333333,0.25,0.25,0.0,2.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.5965098977550859,-0.0630144634112968,0.3082400261227139,0.3124749923277649,0.556661260716016,0.7092267787595447,-0.4397288660489246,0.2081718188270818,-0.7576758641159647,0.3430376111637781,0.2638805499878769,0.2181834262649555,0.1554646299474316,-0.6545677804703322,0.6318481836673798,-0.4835714263639357,-0.7627101412056181,0.9469022833457902,0.1845320580379615,False,-0.2020454871191189,-0.2073567129463963,-0.5251530779927517,1.2682287427339467,-0.2192296649910203,-0.1809757993128989,-0.5855868655187282,-0.6117211791839219,0.410786675927473,-0.1486940122073022,-0.3691295196734867,-0.0140365238068689,-0.2000607604811334,-0.2847386160274945,-0.1710687069843892,False,False,False,False,False,0.1330877844751946,-0.673136533919824,True,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,42.61,12.24,55.26,12.3,18.2,17.0,12.7
